"IDCLIENTE","NOMBREUSUARIO","IDMEMBRECIA","IDROL","IDPERSONA","ESTADO","CLAVEUSUARIO"
2524,"Diego",2,2,2524,"Inactivo",1234
2525,"Luis",3,3,2525,"Activo",1234
2526,"Bryan",1,1,2526,"Activo",1234
2527,"Karol",1,1,2527,"Inactivo",1234
2528,"Esteban",2,2,2528,"Activo",1234
2529,"Diego",2,2,2529,"Inactivo",1234
2530,"Luis",3,3,2530,"Activo",1234
2531,"Bryan",1,1,2531,"Activo",1234
2532,"Karol",1,1,2532,"Inactivo",1234
2533,"Esteban",2,2,2533,"Activo",1234
2534,"Diego",2,2,2534,"Inactivo",1234
2535,"Luis",3,3,2535,"Activo",1234
2536,"Bryan",1,1,2536,"Activo",1234
2537,"Karol",1,1,2537,"Inactivo",1234
2538,"Esteban",2,2,2538,"Activo",1234
2539,"Diego",2,2,2539,"Inactivo",1234
2540,"Luis",3,3,2540,"Activo",1234
2541,"Bryan",1,1,2541,"Activo",1234
2542,"Karol",1,1,2542,"Inactivo",1234
2543,"Esteban",2,2,2543,"Activo",1234
2544,"Diego",2,2,2544,"Inactivo",1234
2545,"Luis",1,1,2545,"Activo",1234
2546,"Bryan",2,2,2546,"Activo",1234
2547,"Karol",2,2,2547,"Inactivo",1234
2548,"Esteban",3,3,2548,"Activo",1234
2549,"Diego",1,1,2549,"Inactivo",1234
2550,"Luis",1,1,2550,"Activo",1234
2551,"Bryan",2,2,2551,"Activo",1234
2552,"Karol",2,2,2552,"Inactivo",1234
2553,"Esteban",3,3,2553,"Activo",1234
2554,"Diego",1,1,2554,"Inactivo",1234
2555,"Luis",1,1,2555,"Activo",1234
2556,"Bryan",2,2,2556,"Activo",1234
2557,"Karol",2,2,2557,"Inactivo",1234
2558,"Esteban",3,3,2558,"Activo",1234
2559,"Diego",1,1,2559,"Inactivo",1234
2560,"Luis",1,1,2560,"Activo",1234
2561,"Bryan",2,2,2561,"Activo",1234
2562,"Karol",2,2,2562,"Inactivo",1234
2563,"Esteban",3,3,2563,"Activo",1234
2564,"Diego",1,1,2564,"Inactivo",1234
2565,"Luis",2,2,2565,"Activo",1234
2566,"Bryan",2,2,2566,"Activo",1234
2567,"Karol",3,3,2567,"Inactivo",1234
2568,"Esteban",1,1,2568,"Activo",1234
2569,"Diego",1,1,2569,"Inactivo",1234
2570,"Luis",2,2,2570,"Activo",1234
2571,"Bryan",2,2,2571,"Activo",1234
2572,"Karol",3,3,2572,"Inactivo",1234
2573,"Esteban",1,1,2573,"Activo",1234
2574,"Diego",1,1,2574,"Inactivo",1234
2575,"Luis",2,2,2575,"Activo",1234
2576,"Bryan",2,2,2576,"Activo",1234
2577,"Karol",3,3,2577,"Inactivo",1234
2578,"Esteban",1,1,2578,"Activo",1234
2579,"Diego",1,1,2579,"Inactivo",1234
2580,"Luis",2,2,2580,"Activo",1234
2581,"Bryan",2,2,2581,"Activo",1234
2582,"Karol",3,3,2582,"Inactivo",1234
2583,"Esteban",1,1,2583,"Activo",1234
2584,"Diego",2,2,2584,"Inactivo",1234
2585,"Luis",2,2,2585,"Activo",1234
2586,"Bryan",3,3,2586,"Activo",1234
2587,"Karol",1,1,2587,"Inactivo",1234
2588,"Esteban",1,1,2588,"Activo",1234
2589,"Diego",2,2,2589,"Inactivo",1234
2590,"Luis",2,2,2590,"Activo",1234
2591,"Bryan",3,3,2591,"Activo",1234
2592,"Karol",1,1,2592,"Inactivo",1234
2593,"Esteban",1,1,2593,"Activo",1234
2594,"Diego",2,2,2594,"Inactivo",1234
2595,"Luis",2,2,2595,"Activo",1234
2596,"Bryan",3,3,2596,"Activo",1234
2597,"Karol",1,1,2597,"Inactivo",1234
2598,"Esteban",1,1,2598,"Activo",1234
2599,"Diego",1,1,2599,"Inactivo",1234
2600,"Luis",2,2,2600,"Activo",1234
2601,"Bryan",2,2,2601,"Activo",1234
2602,"Karol",3,3,2602,"Inactivo",1234
2603,"Esteban",1,1,2603,"Activo",1234
2604,"Diego",1,1,2604,"Inactivo",1234
2605,"Luis",2,2,2605,"Activo",1234
2606,"Bryan",2,2,2606,"Activo",1234
2607,"Karol",3,3,2607,"Inactivo",1234
2608,"Esteban",1,1,2608,"Activo",1234
2609,"Diego",1,1,2609,"Inactivo",1234
2610,"Luis",2,2,2610,"Activo",1234
2611,"Bryan",2,2,2611,"Activo",1234
2612,"Karol",3,3,2612,"Inactivo",1234
2613,"Esteban",1,1,2613,"Activo",1234
2614,"Diego",1,1,2614,"Inactivo",1234
2615,"Luis",2,2,2615,"Activo",1234
2616,"Bryan",2,2,2616,"Activo",1234
2617,"Karol",3,3,2617,"Inactivo",1234
2618,"Esteban",1,1,2618,"Activo",1234
2619,"Diego",2,2,2619,"Inactivo",1234
2620,"Luis",2,2,2620,"Activo",1234
2621,"Bryan",3,3,2621,"Activo",1234
2622,"Karol",1,1,2622,"Inactivo",1234
2623,"Esteban",1,1,2623,"Activo",1234
2624,"Diego",2,2,2624,"Inactivo",1234
2625,"Luis",2,2,2625,"Activo",1234
2626,"Bryan",3,3,2626,"Activo",1234
2627,"Karol",1,1,2627,"Inactivo",1234
2628,"Esteban",1,1,2628,"Activo",1234
2629,"Diego",2,2,2629,"Inactivo",1234
2630,"Luis",2,2,2630,"Activo",1234
2631,"Bryan",3,3,2631,"Activo",1234
2632,"Karol",1,1,2632,"Inactivo",1234
2633,"Esteban",1,1,2633,"Activo",1234
2634,"Diego",2,2,2634,"Inactivo",1234
2635,"Luis",2,2,2635,"Activo",1234
2636,"Bryan",3,3,2636,"Activo",1234
2637,"Karol",1,1,2637,"Inactivo",1234
2638,"Esteban",1,1,2638,"Activo",1234
2639,"Diego",2,2,2639,"Inactivo",1234
2640,"Luis",2,2,2640,"Activo",1234
2641,"Bryan",3,3,2641,"Activo",1234
2642,"Karol",1,1,2642,"Inactivo",1234
2643,"Esteban",1,1,2643,"Activo",1234
2644,"Diego",2,2,2644,"Inactivo",1234
2645,"Luis",2,2,2645,"Activo",1234
2646,"Bryan",3,3,2646,"Activo",1234
2647,"Karol",1,1,2647,"Inactivo",1234
2648,"Esteban",1,1,2648,"Activo",1234
2649,"Diego",2,2,2649,"Inactivo",1234
2650,"Luis",2,2,2650,"Activo",1234
2651,"Bryan",1,1,2651,"Activo",1234
2652,"Karol",2,2,2652,"Inactivo",1234
2653,"Esteban",2,2,2653,"Activo",1234
2654,"Diego",3,3,2654,"Inactivo",1234
2655,"Luis",1,1,2655,"Activo",1234
2656,"Bryan",1,1,2656,"Activo",1234
2657,"Karol",2,2,2657,"Inactivo",1234
2658,"Esteban",2,2,2658,"Activo",1234
2659,"Diego",3,3,2659,"Inactivo",1234
2660,"Luis",1,1,2660,"Activo",1234
2661,"Bryan",1,1,2661,"Activo",1234
2662,"Karol",2,2,2662,"Inactivo",1234
2663,"Esteban",2,2,2663,"Activo",1234
2664,"Diego",3,3,2664,"Inactivo",1234
2665,"Luis",1,1,2665,"Activo",1234
2666,"Bryan",1,1,2666,"Activo",1234
2667,"Karol",2,2,2667,"Inactivo",1234
2668,"Esteban",2,2,2668,"Activo",1234
2669,"Diego",3,3,2669,"Inactivo",1234
2670,"Luis",1,1,2670,"Activo",1234
2671,"Bryan",2,2,2671,"Activo",1234
2672,"Karol",2,2,2672,"Inactivo",1234
2673,"Esteban",3,3,2673,"Activo",1234
2674,"Diego",1,1,2674,"Inactivo",1234
2675,"Luis",1,1,2675,"Activo",1234
2676,"Bryan",2,2,2676,"Activo",1234
2677,"Karol",2,2,2677,"Inactivo",1234
2678,"Esteban",3,3,2678,"Activo",1234
2679,"Diego",1,1,2679,"Inactivo",1234
2680,"Luis",1,1,2680,"Activo",1234
2681,"Bryan",2,2,2681,"Activo",1234
2682,"Karol",2,2,2682,"Inactivo",1234
2683,"Esteban",3,3,2683,"Activo",1234
2684,"Diego",1,1,2684,"Inactivo",1234
2685,"Luis",1,1,2685,"Activo",1234
2686,"Bryan",2,2,2686,"Activo",1234
2687,"Karol",2,2,2687,"Inactivo",1234
2688,"Esteban",3,3,2688,"Activo",1234
2689,"Diego",1,1,2689,"Inactivo",1234
2690,"Luis",2,2,2690,"Activo",1234
2691,"Bryan",2,2,2691,"Activo",1234
2692,"Karol",3,3,2692,"Inactivo",1234
2693,"Esteban",1,1,2693,"Activo",1234
2694,"Diego",1,1,2694,"Inactivo",1234
2695,"Luis",2,2,2695,"Activo",1234
2696,"Bryan",2,2,2696,"Activo",1234
2697,"Karol",3,3,2697,"Inactivo",1234
2698,"Esteban",1,1,2698,"Activo",1234
2699,"Diego",1,1,2699,"Inactivo",1234
2700,"Luis",2,2,2700,"Activo",1234
2701,"Bryan",2,2,2701,"Activo",1234
2702,"Karol",3,3,2702,"Inactivo",1234
2703,"Esteban",1,1,2703,"Activo",1234
2704,"Diego",1,1,2704,"Inactivo",1234
2705,"Luis",1,1,2705,"Activo",1234
2706,"Bryan",2,2,2706,"Activo",1234
2707,"Karol",2,2,2707,"Inactivo",1234
2708,"Esteban",3,3,2708,"Activo",1234
2709,"Diego",1,1,2709,"Inactivo",1234
2710,"Luis",1,1,2710,"Activo",1234
2711,"Bryan",2,2,2711,"Activo",1234
2712,"Karol",2,2,2712,"Inactivo",1234
2713,"Esteban",3,3,2713,"Activo",1234
2714,"Diego",1,1,2714,"Inactivo",1234
2715,"Luis",1,1,2715,"Activo",1234
2716,"Bryan",2,2,2716,"Activo",1234
2717,"Karol",2,2,2717,"Inactivo",1234
2718,"Esteban",3,3,2718,"Activo",1234
2719,"Diego",1,1,2719,"Inactivo",1234
2720,"Luis",1,1,2720,"Activo",1234
2721,"Bryan",2,2,2721,"Activo",1234
2722,"Karol",2,2,2722,"Inactivo",1234
2723,"Esteban",3,3,2723,"Activo",1234
2724,"Diego",1,1,2724,"Inactivo",1234
2725,"Luis",2,2,2725,"Activo",1234
2726,"Bryan",2,2,2726,"Activo",1234
2727,"Karol",3,3,2727,"Inactivo",1234
2728,"Esteban",1,1,2728,"Activo",1234
2729,"Diego",1,1,2729,"Inactivo",1234
2730,"Luis",2,2,2730,"Activo",1234
2731,"Bryan",2,2,2731,"Activo",1234
2732,"Karol",3,3,2732,"Inactivo",1234
2733,"Esteban",1,1,2733,"Activo",1234
2734,"Diego",1,1,2734,"Inactivo",1234
2735,"Luis",2,2,2735,"Activo",1234
2736,"Bryan",2,2,2736,"Activo",1234
2737,"Karol",3,3,2737,"Inactivo",1234
2738,"Esteban",1,1,2738,"Activo",1234
2739,"Diego",1,1,2739,"Inactivo",1234
2740,"Luis",2,2,2740,"Activo",1234
2741,"Bryan",2,2,2741,"Activo",1234
2742,"Karol",3,3,2742,"Inactivo",1234
2743,"Esteban",1,1,2743,"Activo",1234
2744,"Diego",1,1,2744,"Inactivo",1234
2745,"Luis",2,2,2745,"Activo",1234
2746,"Bryan",2,2,2746,"Activo",1234
2747,"Karol",3,3,2747,"Inactivo",1234
2748,"Esteban",1,1,2748,"Activo",1234
2749,"Diego",1,1,2749,"Inactivo",1234
2750,"Luis",2,2,2750,"Activo",1234
2751,"Bryan",2,2,2751,"Activo",1234
2752,"Karol",3,3,2752,"Inactivo",1234
2753,"Esteban",1,1,2753,"Activo",1234
2754,"Diego",1,1,2754,"Inactivo",1234
2755,"Luis",2,2,2755,"Activo",1234
2756,"Bryan",2,2,2756,"Activo",1234
2757,"Karol",1,1,2757,"Inactivo",1234
2758,"Esteban",2,2,2758,"Activo",1234
2759,"Diego",2,2,2759,"Inactivo",1234
2760,"Luis",3,3,2760,"Activo",1234
2761,"Bryan",1,1,2761,"Activo",1234
2762,"Karol",1,1,2762,"Inactivo",1234
2763,"Esteban",2,2,2763,"Activo",1234
2764,"Diego",2,2,2764,"Inactivo",1234
2765,"Luis",3,3,2765,"Activo",1234
2766,"Bryan",1,1,2766,"Activo",1234
2767,"Karol",1,1,2767,"Inactivo",1234
2768,"Esteban",2,2,2768,"Activo",1234
2769,"Diego",2,2,2769,"Inactivo",1234
2770,"Luis",3,3,2770,"Activo",1234
2771,"Bryan",1,1,2771,"Activo",1234
2772,"Karol",1,1,2772,"Inactivo",1234
2773,"Esteban",2,2,2773,"Activo",1234
2774,"Diego",2,2,2774,"Inactivo",1234
2775,"Luis",3,3,2775,"Activo",1234
2776,"Bryan",1,1,2776,"Activo",1234
2777,"Karol",2,2,2777,"Inactivo",1234
2778,"Esteban",2,2,2778,"Activo",1234
2779,"Diego",3,3,2779,"Inactivo",1234
2780,"Luis",1,1,2780,"Activo",1234
2781,"Bryan",1,1,2781,"Activo",1234
2782,"Karol",2,2,2782,"Inactivo",1234
2783,"Esteban",2,2,2783,"Activo",1234
2784,"Diego",3,3,2784,"Inactivo",1234
2785,"Luis",1,1,2785,"Activo",1234
2786,"Bryan",1,1,2786,"Activo",1234
2787,"Karol",2,2,2787,"Inactivo",1234
2788,"Esteban",2,2,2788,"Activo",1234
2789,"Diego",3,3,2789,"Inactivo",1234
2790,"Luis",1,1,2790,"Activo",1234
2791,"Bryan",1,1,2791,"Activo",1234
2792,"Karol",2,2,2792,"Inactivo",1234
2793,"Esteban",2,2,2793,"Activo",1234
2794,"Diego",3,3,2794,"Inactivo",1234
2795,"Luis",1,1,2795,"Activo",1234
2796,"Bryan",2,2,2796,"Activo",1234
2797,"Karol",2,2,2797,"Inactivo",1234
2798,"Esteban",3,3,2798,"Activo",1234
2799,"Diego",1,1,2799,"Inactivo",1234
2800,"Luis",1,1,2800,"Activo",1234
2801,"Bryan",2,2,2801,"Activo",1234
2802,"Karol",2,2,2802,"Inactivo",1234
2803,"Esteban",3,3,2803,"Activo",1234
2804,"Diego",1,1,2804,"Inactivo",1234
2805,"Luis",1,1,2805,"Activo",1234
2806,"Bryan",2,2,2806,"Activo",1234
2807,"Karol",2,2,2807,"Inactivo",1234
2808,"Esteban",3,3,2808,"Activo",1234
2809,"Diego",1,1,2809,"Inactivo",1234
2810,"Luis",1,1,2810,"Activo",1234
2811,"Bryan",1,1,2811,"Activo",1234
2812,"Karol",2,2,2812,"Inactivo",1234
2813,"Esteban",2,2,2813,"Activo",1234
2814,"Diego",3,3,2814,"Inactivo",1234
2815,"Luis",1,1,2815,"Activo",1234
2816,"Bryan",1,1,2816,"Activo",1234
2817,"Karol",2,2,2817,"Inactivo",1234
2818,"Esteban",2,2,2818,"Activo",1234
2819,"Diego",3,3,2819,"Inactivo",1234
2820,"Luis",1,1,2820,"Activo",1234
2821,"Bryan",1,1,2821,"Activo",1234
2822,"Karol",2,2,2822,"Inactivo",1234
2823,"Esteban",2,2,2823,"Activo",1234
2824,"Diego",3,3,2824,"Inactivo",1234
2825,"Luis",1,1,2825,"Activo",1234
2826,"Bryan",1,1,2826,"Activo",1234
2827,"Karol",2,2,2827,"Inactivo",1234
2828,"Esteban",2,2,2828,"Activo",1234
2829,"Diego",3,3,2829,"Inactivo",1234
2830,"Luis",1,1,2830,"Activo",1234
2831,"Bryan",2,2,2831,"Activo",1234
2832,"Karol",2,2,2832,"Inactivo",1234
2833,"Esteban",3,3,2833,"Activo",1234
2834,"Diego",1,1,2834,"Inactivo",1234
2835,"Luis",1,1,2835,"Activo",1234
2836,"Bryan",2,2,2836,"Activo",1234
2837,"Karol",2,2,2837,"Inactivo",1234
2838,"Esteban",3,3,2838,"Activo",1234
2839,"Diego",1,1,2839,"Inactivo",1234
2840,"Luis",1,1,2840,"Activo",1234
2841,"Bryan",2,2,2841,"Activo",1234
2842,"Karol",2,2,2842,"Inactivo",1234
2843,"Esteban",3,3,2843,"Activo",1234
2844,"Diego",1,1,2844,"Inactivo",1234
2845,"Luis",1,1,2845,"Activo",1234
2846,"Bryan",2,2,2846,"Activo",1234
2847,"Karol",2,2,2847,"Inactivo",1234
2848,"Esteban",3,3,2848,"Activo",1234
2849,"Diego",1,1,2849,"Inactivo",1234
2850,"Luis",1,1,2850,"Activo",1234
2851,"Bryan",2,2,2851,"Activo",1234
2852,"Karol",2,2,2852,"Inactivo",1234
2853,"Esteban",3,3,2853,"Activo",1234
2854,"Diego",1,1,2854,"Inactivo",1234
2855,"Luis",1,1,2855,"Activo",1234
2856,"Bryan",2,2,2856,"Activo",1234
2857,"Karol",2,2,2857,"Inactivo",1234
2858,"Esteban",3,3,2858,"Activo",1234
2859,"Diego",1,1,2859,"Inactivo",1234
2860,"Luis",1,1,2860,"Activo",1234
2861,"Bryan",2,2,2861,"Activo",1234
2862,"Karol",2,2,2862,"Inactivo",1234
2863,"Esteban",1,1,2863,"Activo",1234
2864,"Diego",2,2,2864,"Inactivo",1234
2865,"Luis",2,2,2865,"Activo",1234
2866,"Bryan",3,3,2866,"Activo",1234
2867,"Karol",1,1,2867,"Inactivo",1234
2868,"Esteban",1,1,2868,"Activo",1234
2869,"Diego",2,2,2869,"Inactivo",1234
2870,"Luis",2,2,2870,"Activo",1234
2871,"Bryan",3,3,2871,"Activo",1234
2872,"Karol",1,1,2872,"Inactivo",1234
2873,"Esteban",1,1,2873,"Activo",1234
2874,"Diego",2,2,2874,"Inactivo",1234
2875,"Luis",2,2,2875,"Activo",1234
2876,"Bryan",3,3,2876,"Activo",1234
2877,"Karol",1,1,2877,"Inactivo",1234
2878,"Esteban",1,1,2878,"Activo",1234
2879,"Diego",2,2,2879,"Inactivo",1234
2880,"Luis",2,2,2880,"Activo",1234
2881,"Bryan",3,3,2881,"Activo",1234
2882,"Karol",1,1,2882,"Inactivo",1234
2883,"Esteban",2,2,2883,"Activo",1234
2884,"Diego",2,2,2884,"Inactivo",1234
2885,"Luis",3,3,2885,"Activo",1234
2886,"Bryan",1,1,2886,"Activo",1234
2887,"Karol",1,1,2887,"Inactivo",1234
2888,"Esteban",2,2,2888,"Activo",1234
2889,"Diego",2,2,2889,"Inactivo",1234
2890,"Luis",3,3,2890,"Activo",1234
2891,"Bryan",1,1,2891,"Activo",1234
2892,"Karol",1,1,2892,"Inactivo",1234
2893,"Esteban",2,2,2893,"Activo",1234
2894,"Diego",2,2,2894,"Inactivo",1234
2895,"Luis",3,3,2895,"Activo",1234
2896,"Bryan",1,1,2896,"Activo",1234
2897,"Karol",1,1,2897,"Inactivo",1234
2898,"Esteban",2,2,2898,"Activo",1234
2899,"Diego",2,2,2899,"Inactivo",1234
2900,"Luis",3,3,2900,"Activo",1234
2901,"Bryan",1,1,2901,"Activo",1234
2902,"Karol",2,2,2902,"Inactivo",1234
2903,"Esteban",2,2,2903,"Activo",1234
2904,"Diego",3,3,2904,"Inactivo",1234
2905,"Luis",1,1,2905,"Activo",1234
2906,"Bryan",1,1,2906,"Activo",1234
2907,"Karol",2,2,2907,"Inactivo",1234
2908,"Esteban",2,2,2908,"Activo",1234
2909,"Diego",3,3,2909,"Inactivo",1234
2910,"Luis",1,1,2910,"Activo",1234
2911,"Bryan",1,1,2911,"Activo",1234
2912,"Karol",2,2,2912,"Inactivo",1234
2913,"Esteban",2,2,2913,"Activo",1234
2914,"Diego",3,3,2914,"Inactivo",1234
2915,"Luis",1,1,2915,"Activo",1234
2916,"Bryan",1,1,2916,"Activo",1234
2917,"Karol",1,1,2917,"Inactivo",1234
2918,"Esteban",2,2,2918,"Activo",1234
2919,"Diego",2,2,2919,"Inactivo",1234
2920,"Luis",3,3,2920,"Activo",1234
2921,"Bryan",1,1,2921,"Activo",1234
2922,"Karol",1,1,2922,"Inactivo",1234
2923,"Esteban",2,2,2923,"Activo",1234
2924,"Diego",2,2,2924,"Inactivo",1234
2925,"Luis",3,3,2925,"Activo",1234
2926,"Bryan",1,1,2926,"Activo",1234
2927,"Karol",1,1,2927,"Inactivo",1234
2928,"Esteban",2,2,2928,"Activo",1234
2929,"Diego",2,2,2929,"Inactivo",1234
2930,"Luis",3,3,2930,"Activo",1234
2931,"Bryan",1,1,2931,"Activo",1234
2932,"Karol",1,1,2932,"Inactivo",1234
2933,"Esteban",2,2,2933,"Activo",1234
2934,"Diego",2,2,2934,"Inactivo",1234
2935,"Luis",3,3,2935,"Activo",1234
2936,"Bryan",1,1,2936,"Activo",1234
2937,"Karol",2,2,2937,"Inactivo",1234
2938,"Esteban",2,2,2938,"Activo",1234
2939,"Diego",3,3,2939,"Inactivo",1234
2940,"Luis",1,1,2940,"Activo",1234
2941,"Bryan",1,1,2941,"Activo",1234
2942,"Karol",2,2,2942,"Inactivo",1234
2943,"Esteban",2,2,2943,"Activo",1234
2944,"Diego",3,3,2944,"Inactivo",1234
2945,"Luis",1,1,2945,"Activo",1234
2946,"Bryan",1,1,2946,"Activo",1234
2947,"Karol",2,2,2947,"Inactivo",1234
2948,"Esteban",2,2,2948,"Activo",1234
2949,"Diego",3,3,2949,"Inactivo",1234
2950,"Luis",1,1,2950,"Activo",1234
2951,"Bryan",1,1,2951,"Activo",1234
2952,"Karol",2,2,2952,"Inactivo",1234
2953,"Esteban",2,2,2953,"Activo",1234
2954,"Diego",3,3,2954,"Inactivo",1234
2955,"Luis",1,1,2955,"Activo",1234
2956,"Bryan",1,1,2956,"Activo",1234
2957,"Karol",2,2,2957,"Inactivo",1234
2958,"Esteban",2,2,2958,"Activo",1234
2959,"Diego",3,3,2959,"Inactivo",1234
2960,"Luis",1,1,2960,"Activo",1234
2961,"Bryan",1,1,2961,"Activo",1234
2962,"Karol",2,2,2962,"Inactivo",1234
2963,"Esteban",2,2,2963,"Activo",1234
2964,"Diego",3,3,2964,"Inactivo",1234
2965,"Luis",1,1,2965,"Activo",1234
2966,"Bryan",1,1,2966,"Activo",1234
2967,"Karol",2,2,2967,"Inactivo",1234
2968,"Esteban",2,2,2968,"Activo",1234
2969,"Diego",3,3,2969,"Inactivo",1234
2970,"Luis",1,1,2970,"Activo",1234
2971,"Bryan",1,1,2971,"Activo",1234
2972,"Karol",2,2,2972,"Inactivo",1234
2973,"Esteban",2,2,2973,"Activo",1234
2974,"Diego",3,3,2974,"Inactivo",1234
2975,"Luis",1,1,2975,"Activo",1234
2976,"Bryan",1,1,2976,"Activo",1234
2977,"Karol",2,2,2977,"Inactivo",1234
2978,"Esteban",2,2,2978,"Activo",1234
2979,"Diego",3,3,2979,"Inactivo",1234
2980,"Luis",1,1,2980,"Activo",1234
2981,"Bryan",1,1,2981,"Activo",1234
2982,"Karol",2,2,2982,"Inactivo",1234
2983,"Esteban",2,2,2983,"Activo",1234
2984,"Diego",3,3,2984,"Inactivo",1234
2985,"Luis",1,1,2985,"Activo",1234
2986,"Bryan",1,1,2986,"Activo",1234
2987,"Karol",2,2,2987,"Inactivo",1234
2988,"Esteban",2,2,2988,"Activo",1234
2989,"Diego",3,3,2989,"Inactivo",1234
2990,"Luis",1,1,2990,"Activo",1234
2991,"Bryan",1,1,2991,"Activo",1234
2992,"Karol",2,2,2992,"Inactivo",1234
2993,"Esteban",2,2,2993,"Activo",1234
2994,"Diego",1,1,2994,"Inactivo",1234
2995,"Luis",2,2,2995,"Activo",1234
2996,"Bryan",2,2,2996,"Activo",1234
2997,"Karol",3,3,2997,"Inactivo",1234
2998,"Esteban",1,1,2998,"Activo",1234
2999,"Diego",1,1,2999,"Inactivo",1234
3000,"Luis",2,2,3000,"Activo",1234
3001,"Bryan",2,2,3001,"Activo",1234
3002,"Karol",3,3,3002,"Inactivo",1234
3003,"Esteban",1,1,3003,"Activo",1234
3004,"Diego",1,1,3004,"Inactivo",1234
3005,"Luis",2,2,3005,"Activo",1234
3006,"Bryan",2,2,3006,"Activo",1234
3007,"Karol",3,3,3007,"Inactivo",1234
3008,"Esteban",1,1,3008,"Activo",1234
3009,"Diego",1,1,3009,"Inactivo",1234
3010,"Luis",2,2,3010,"Activo",1234
3011,"Bryan",2,2,3011,"Activo",1234
3012,"Karol",3,3,3012,"Inactivo",1234
3013,"Esteban",1,1,3013,"Activo",1234
3014,"Diego",2,2,3014,"Inactivo",1234
3015,"Luis",2,2,3015,"Activo",1234
3016,"Bryan",3,3,3016,"Activo",1234
3017,"Karol",1,1,3017,"Inactivo",1234
3018,"Esteban",1,1,3018,"Activo",1234
3019,"Diego",2,2,3019,"Inactivo",1234
3020,"Luis",2,2,3020,"Activo",1234
3021,"Bryan",3,3,3021,"Activo",1234
3022,"Karol",1,1,3022,"Inactivo",1234
3023,"Esteban",1,1,3023,"Activo",1234
3024,"Diego",2,2,3024,"Inactivo",1234
3025,"Luis",2,2,3025,"Activo",1234
3026,"Bryan",3,3,3026,"Activo",1234
3027,"Karol",1,1,3027,"Inactivo",1234
3028,"Esteban",1,1,3028,"Activo",1234
3029,"Diego",2,2,3029,"Inactivo",1234
3030,"Luis",2,2,3030,"Activo",1234
3031,"Bryan",3,3,3031,"Activo",1234
3032,"Karol",1,1,3032,"Inactivo",1234
3033,"Esteban",2,2,3033,"Activo",1234
3034,"Diego",2,2,3034,"Inactivo",1234
3035,"Luis",3,3,3035,"Activo",1234
3036,"Bryan",1,1,3036,"Activo",1234
3037,"Karol",1,1,3037,"Inactivo",1234
3038,"Esteban",2,2,3038,"Activo",1234
3039,"Diego",2,2,3039,"Inactivo",1234
3040,"Luis",3,3,3040,"Activo",1234
3041,"Bryan",1,1,3041,"Activo",1234
3042,"Karol",1,1,3042,"Inactivo",1234
3043,"Esteban",2,2,3043,"Activo",1234
3044,"Diego",2,2,3044,"Inactivo",1234
3045,"Luis",3,3,3045,"Activo",1234
3046,"Bryan",1,1,3046,"Activo",1234
3047,"Karol",1,1,3047,"Inactivo",1234
3048,"Esteban",1,1,3048,"Activo",1234
3049,"Diego",2,2,3049,"Inactivo",1234
3050,"Luis",2,2,3050,"Activo",1234
3051,"Bryan",3,3,3051,"Activo",1234
3052,"Karol",1,1,3052,"Inactivo",1234
3053,"Esteban",1,1,3053,"Activo",1234
3054,"Diego",2,2,3054,"Inactivo",1234
3055,"Luis",2,2,3055,"Activo",1234
3056,"Bryan",3,3,3056,"Activo",1234
3057,"Karol",1,1,3057,"Inactivo",1234
3058,"Esteban",1,1,3058,"Activo",1234
3059,"Diego",2,2,3059,"Inactivo",1234
3060,"Luis",2,2,3060,"Activo",1234
3061,"Bryan",3,3,3061,"Activo",1234
3062,"Karol",1,1,3062,"Inactivo",1234
3063,"Esteban",1,1,3063,"Activo",1234
3064,"Diego",2,2,3064,"Inactivo",1234
3065,"Luis",2,2,3065,"Activo",1234
3066,"Bryan",3,3,3066,"Activo",1234
3067,"Karol",1,1,3067,"Inactivo",1234
3068,"Esteban",1,1,3068,"Activo",1234
3069,"Diego",2,2,3069,"Inactivo",1234
3070,"Luis",2,2,3070,"Activo",1234
3071,"Bryan",3,3,3071,"Activo",1234
3072,"Karol",1,1,3072,"Inactivo",1234
3073,"Esteban",1,1,3073,"Activo",1234
3074,"Diego",2,2,3074,"Inactivo",1234
3075,"Luis",2,2,3075,"Activo",1234
3076,"Bryan",3,3,3076,"Activo",1234
3077,"Karol",1,1,3077,"Inactivo",1234
3078,"Esteban",1,1,3078,"Activo",1234
3079,"Diego",2,2,3079,"Inactivo",1234
3080,"Luis",2,2,3080,"Activo",1234
3081,"Bryan",3,3,3081,"Activo",1234
3082,"Karol",1,1,3082,"Inactivo",1234
3083,"Esteban",1,1,3083,"Activo",1234
3084,"Diego",2,2,3084,"Inactivo",1234
3085,"Luis",2,2,3085,"Activo",1234
3086,"Bryan",3,3,3086,"Activo",1234
3087,"Karol",1,1,3087,"Inactivo",1234
3088,"Esteban",1,1,3088,"Activo",1234
3089,"Diego",2,2,3089,"Inactivo",1234
3090,"Luis",2,2,3090,"Activo",1234
3091,"Bryan",3,3,3091,"Activo",1234
3092,"Karol",1,1,3092,"Inactivo",1234
3093,"Esteban",1,1,3093,"Activo",1234
3094,"Diego",2,2,3094,"Inactivo",1234
3095,"Luis",2,2,3095,"Activo",1234
3096,"Bryan",3,3,3096,"Activo",1234
3097,"Karol",1,1,3097,"Inactivo",1234
3098,"Esteban",1,1,3098,"Activo",1234
